name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Lynparza,olaparib,Tablets,"December 19, 2014",AstraZeneca,"Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer, Breast Cancer, Pancreatic Cancer, Prostate Cancer",https://www.drugs.com/lynparza.html,https://www.drugs.com/olaparib.html,PARP inhibitors,https://www.drugs.com/images/pills/fio/ASZ06790.JPG,"Verzenio, Ibrance, estradiol, Premarin, Avastin, carboplatin, Arimidex",7.0,16,https://www.drugs.com/comments/olaparib/lynparza.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Ovarian Cancer  ,7.3,9,https://www.drugs.com/comments/olaparib/lynparza.html
Plegridy,peginterferon beta-1a,Injection,"August 15, 2014",Biogen Idec,Multiple Sclerosis,https://www.drugs.com/plegridy.html,https://www.drugs.com/mtm/peginterferon-beta-1a.html,Interferons,,,5.4,14,https://www.drugs.com/comments/peginterferon-beta-1a/plegridy.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Multiple Sclerosis  ,5.4,14,https://www.drugs.com/comments/peginterferon-beta-1a/plegridy.html
Keytruda,pembrolizumab,for Injection,"September 4, 2014","Merck & Co., Inc.","Melanoma, Metastatic, Non-Small Cell Lung Cancer, Head and Neck Cancer, Hodgkin's Lymphoma, Urothelial Carcinoma, Gastric Cancer, Cervical Cancer, Hepatocellular Carcinoma, Merkel Cell Carcinoma, Renal Cell Carcinoma, Esophageal Carcinoma, Endometrial Cancer, Squamous Cell Carcinoma, Hepatocellular Carcinoma, Breast Cancer, Biliary Tract Tumor",https://www.drugs.com/keytruda.html,https://www.drugs.com/pembrolizumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32671-2/keytruda.jpeg,,4.2,209,https://www.drugs.com/comments/pembrolizumab/keytruda.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Non-Small Cell Lung Cancer  ,4.2,95,https://www.drugs.com/comments/pembrolizumab/keytruda.html
Esbriet,pirfenidone,Capsules,"October 15, 2014","InterMune, Inc.",Idiopathic Pulmonary Fibrosis,https://www.drugs.com/esbriet.html,https://www.drugs.com/mtm/pirfenidone.html,Miscellaneous uncategorized agents,https://www.drugs.com/images/pills/fio/GNN01220.JPG,"Ofev, pirfenidone, nintedanib, Actimmune, interferon gamma-1b",7.9,9,https://www.drugs.com/comments/pirfenidone/esbriet.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Idiopathic Pulmonary Fibrosis  ,7.9,9,https://www.drugs.com/comments/pirfenidone/esbriet.html
Hemangeol,propranolol hydrochloride,Oral Solution,"March 14, 2014",Pierre Fabre Dermatologie,Infantile Hemangioma,https://www.drugs.com/propranolol.html,https://www.drugs.com/cons/hemangeol.html,Inderal LA,https://www.drugs.com/images/pills/nlm/200001293.jpg,"Qulipta, Emgality, Botox, amlodipine, acetaminophen, lisinopril, metoprolol",8.2,"1,351",https://www.drugs.com/comments/propranolol/,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,Performance Anxiety  Off-label,9.7,500,https://www.drugs.com/comments/propranolol/
Monovisc,sodium hyaluronate,Injection,"February 24, 2014","Anika Therapeutics, Inc.",Osteoarthritis,https://www.drugs.com/mtm/sodium-hyaluronate-injection.html,https://www.drugs.com/mtm/durolane-injection.html,Euflexxa,,"prednisone, ibuprofen, aspirin, meloxicam, naproxen, Cymbalta",5.3,635,https://www.drugs.com/comments/sodium-hyaluronate/,Prescription only,Risk data available,Not a controlled drug,,,Osteoarthritis  ,5.3,628,https://www.drugs.com/comments/sodium-hyaluronate/
Sotylize,sotalol hydrochloride,Oral Solution,"October 22, 2014",Arbor Pharmaceuticals,"Ventricular Arrhythmia, Atrial Fibrillation, Atrial Flutter",https://www.drugs.com/mtm/sotylize.html,https://www.drugs.com/betapace.html,Sorine,https://www.drugs.com/images/pills/mmx/t108319f/sotalol-hydrochloride.jpg,"diltiazem, Xarelto, digoxin, flecainide, rivaroxaban, magnesium sulfate, propafenone",6.5,56,https://www.drugs.com/comments/sotalol/,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,Atrial Fibrillation  ,7.0,43,https://www.drugs.com/comments/sotalol/
Belsomra,suvorexant,Tablets,"August 13, 2014","Merck, Sharpe & Dohme Corp.",Insomnia,https://www.drugs.com/belsomra.html,https://www.drugs.com/mtm/suvorexant.html,"Miscellaneous anxiolytics, sedatives and hypnotics",https://www.drugs.com/images/pills/fio/MSD00050.JPG,,3.7,534,https://www.drugs.com/comments/suvorexant/belsomra.html,Prescription only,Risk data available,Some potential for abuse, FDA approved 2014,,Insomnia  ,3.7,534,https://www.drugs.com/comments/suvorexant/belsomra.html
Kerydin,tavaborole,Topical Solution,"July 7, 2014",Anacor Pharmaceuticals,"Onychomycosis, Toenail",https://www.drugs.com/kerydin.html,https://www.drugs.com/mtm/tavaborole-topical.html,Topical antifungals,,"terbinafine, itraconazole, Lamisil, griseofulvin, ciclopirox topical, Jublia",4.6,32,https://www.drugs.com/comments/tavaborole-topical/kerydin.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,"Onychomycosis, Toenail  ",4.4,31,https://www.drugs.com/comments/tavaborole-topical/kerydin.html
Vogelxo,testosterone,Transdermal Gel,"June 4, 2014","Upsher-Smith Laboratories, Inc.","Hypogonadism, Male",https://www.drugs.com/mtm/testosterone-topical.html,https://www.drugs.com/mtm/androderm.html,Fortesta,https://www.drugs.com/images/pills/custom/pill32946-1/androgel.png,"finasteride, estradiol, tamoxifen, testosterone, Premarin, medroxyprogesterone, fluorouracil",7.2,526,https://www.drugs.com/comments/testosterone/,Prescription only,Risk data available,Moderate abuse potential,Drug history at FDA,Anti-Doping Classification,"Hypogonadism, Male  ",7.2,496,https://www.drugs.com/comments/testosterone/
Aveed,testosterone undecanoate,Intramuscular Injection  - formerly Nebido,"March 5, 2014",Endo Pharmaceuticals,"Hypogonadism, Male",https://www.drugs.com/mtm/aveed.html,https://www.drugs.com/testosterone.html,Depo-Testosterone,,"testosterone, AndroGel, Xyosted, Depo-Testosterone, Pregnyl, HCG",4.8,14,https://www.drugs.com/comments/testosterone/aveed.html,Prescription only,Risk data available,Moderate abuse potential,Drug history at FDA,Anti-Doping Classification,"Hypogonadism, Male  ",4.8,14,https://www.drugs.com/comments/testosterone/aveed.html
Incruse Ellipta,umeclidinium,Inhalation Powder,"April 30, 2014",GlaxoSmithKline,"COPD, Maintenance",https://www.drugs.com/incruse-ellipta.html,https://www.drugs.com/mtm/umeclidinium.html,Anticholinergic bronchodilators,,,3.2,33,https://www.drugs.com/comments/umeclidinium/incruse-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,COPD  ,3.1,23,https://www.drugs.com/comments/umeclidinium/incruse-ellipta.html
Entyvio,vedolizumab,Injection,"May 20, 2014",Takeda Pharmaceutical Company Limited,"Crohn's Disease, Active, Ulcerative Colitis",https://www.drugs.com/entyvio.html,https://www.drugs.com/vedolizumab.html,Selective immunosuppressants,https://www.drugs.com/images/pills/custom/pill32697-2/entyvio.jpeg,,6.1,152,https://www.drugs.com/comments/vedolizumab/entyvio.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Ulcerative Colitis  ,6.0,88,https://www.drugs.com/comments/vedolizumab/entyvio.html
Akynzeo,netupitant and palonosetron,Capsules,"October 10, 2014",Helsinn Group,"Nausea/Vomiting, Chemotherapy Induced",https://www.drugs.com/akynzeo.html,https://www.drugs.com/mtm/netupitant-and-palonosetron.html,Miscellaneous antiemetics,https://www.drugs.com/images/pills/fio/HEL01010.JPG,"ondansetron, lorazepam, dexamethasone, Zofran, Ativan, metoclopramide",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Beleodaq,belinostat,Injection,"July 3, 2014","Spectrum Pharmaceuticals, Inc.",Peripheral T-cell Lymphoma,https://www.drugs.com/beleodaq.html,https://www.drugs.com/mtm/belinostat.html,Histone deacetylase inhibitors,,"prednisone, methotrexate, dexamethasone, Decadron, Revlimid, Velcade, romidepsin",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Cerdelga,eliglustat,Capsules,"August 19, 2014",Genzyme Corporation,Gaucher Disease,https://www.drugs.com/cerdelga.html,https://www.drugs.com/mtm/eliglustat.html,Miscellaneous metabolic agents,https://www.drugs.com/images/pills/fio/GZM02200.JPG,"Cerezyme, Zavesca, eliglustat, miglustat, imiglucerase, VPRIV",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Kitabis Pak,tobramycin,Inhalation Solution,"December 2, 2014","PulmoFlow, Inc.",Cystic Fibrosis,https://www.drugs.com/cons/kitabis-pak.html,https://www.drugs.com/mtm/tobramycin-inhalation.html,Bethkis,,"azithromycin, Zithromax, gentamicin, Creon, tobramycin",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Neuraceq,florbetaben F18,Injection,"March 19, 2014",Piramal Imaging,Positron Emission Tomography Imaging,https://www.drugs.com/cons/neuraceq.html,https://www.drugs.com/cons/florbetaben-f-18.html,Diagnostic radiopharmaceuticals,,"Pylarify, Amyvid, Axumin, Locametz, choline c-11, Cardiogen-82",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Cyramza,ramucirumab,Injection,"April 21, 2014",Eli Lilly and Company,"Gastric Cancer, Non-Small Cell Lung Cancer, Colorectal Cancer, Hepatocellular Carcinoma",https://www.drugs.com/cyramza.html,https://www.drugs.com/mtm/ramucirumab.html,VEGF/VEGFR  inhibitors,https://www.drugs.com/images/pills/custom/pill33204-1/cyramza.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Dalvance,dalbavancin,Injection,"May 23, 2014","Allergan, Inc.",Skin and Structure Infection,https://www.drugs.com/dalvance.html,https://www.drugs.com/mtm/dalbavancin.html,Glycopeptide antibiotics,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Epanova,omega-3-carboxylic acids,Capsules,"May 5, 2014",AstraZeneca,Hypertriglyceridemia,https://www.drugs.com/epanova.html,https://www.drugs.com/mtm/omega-3-polyunsaturated-fatty-acids.html,Nutraceutical products,,,,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Evzio,naloxone hydrochloride,,"April 3, 2014",Kaleo Inc.,Opioid Overdose,https://www.drugs.com/evzio.html,https://www.drugs.com/naloxone.html,Narcan,,"naloxone, Narcan, nalmefene, Kloxxado, Opvee",,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Hetlioz,tasimelteon,Capsules,"January 31, 2014",Vanda Pharmaceuticals Inc.,Non-24-Hour Disorder; Smith-Magenis Syndrome Sleep Disturbance,https://www.drugs.com/hetlioz.html,https://www.drugs.com/mtm/tasimelteon.html,Hetlioz LQ,,"tasimelteon, Hetlioz LQ",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Impavido,miltefosine,Capsules,"March 19, 2014",Paladin Labs Inc.,Leishmaniasis,https://www.drugs.com/impavido.html,https://www.drugs.com/mtm/miltefosine.html,Anthelmintics,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Invokamet,canagliflozin and metformin,Tablets,"August 8, 2014","Janssen Research & Development, LLC","Diabetes, Type 2, Cardiovascular Risk Reduction",https://www.drugs.com/invokamet.html,https://www.drugs.com/mtm/canagliflozin-and-metformin.html,Invokamet XR,https://www.drugs.com/images/pills/fio/JAN05420.JPG,"Repatha, metformin, Ozempic, Jardiance, simvastatin, Trulicity, Lantus",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Kabiven,"amino acids, electrolytes, dextrose and lipid",Injectable Emulsion,"August 25, 2014",Fresenius Kabi USA,Parenteral Nutrition,https://www.drugs.com/kabiven.html,https://www.drugs.com/cons/amino-acids-and-electrolytes-in-dextrose-with-calcium.html,Intravenous nutritional products,,,,,,Prescription only,,Not a controlled drug,,,,,,
Eloctate,,,"June 6, 2014","Biogen Idec, Inc.",Hemophilia A,https://www.drugs.com/mtm/antihemophilic-factor-recombinant.html,https://www.drugs.com/advate.html,Adynovate,,"tranexamic acid, desmopressin, Hemlibra, Cyklokapron, DDAVP, antihemophilic factor",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Auryxia,ferric citrate,Tablets,"September 5, 2014","Keryx Biopharmaceuticals, Inc.","Hyperphosphatemia of Renal Failure, Anemia Due to Chronic Kidney Disease",https://www.drugs.com/mtm/auryxia.html,https://www.drugs.com/mtm/ferric-citrate.html,Phosphate binders,https://www.drugs.com/images/pills/mtm/Ferric%20citrate%20210%20mg%20599220631.jpg,"ferrous sulfate, sucralfate, Carafate, sevelamer, FeroSul, Venofer, Renvela",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Blincyto,blinatumomab,Injection,"December 3, 2014",Amgen Inc.,Acute Lymphoblastic Leukemia,https://www.drugs.com/mtm/blincyto.html,https://www.drugs.com/blinatumomab.html,CD19 monoclonal antibodies,https://www.drugs.com/images/pills/custom/pill32709-1.webp,"methotrexate, doxorubicin, imatinib, mercaptopurine, Sprycel, Gleevec",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Alprolix,,,"March 28, 2014","Biogen Idec, Inc.",Hemophilia B,https://www.drugs.com/mtm/coagulation-factor-ix.html,https://www.drugs.com/mtm/alphanine-sd.html,Alprolix,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Ruconest,,,"July 16, 2014",Pharming Group NV,Hereditary Angioedema,https://www.drugs.com/mtm/complement-c1-esterase-inhibitor.html,https://www.drugs.com/berinert.html,Cinryze,https://www.drugs.com/images/pills/custom/pill32772-1/berinert.png,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Hyqvia,immune globulin and hyaluronidase,Solution for Subcutaneous Administration,"September 12, 2014","Takeda Pharmaceuticals U.S.A., Inc.","Primary Immunodeficiency Syndrome, Chronic Inflammatory Demyelinating Polyradiculoneuropathy",https://www.drugs.com/mtm/hyqvia.html,https://www.drugs.com/mtm/hyaluronidase-and-immune-globulin.html,Immune globulins,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Iluvien,fluocinolone acetonide,Intravitreal Implant,"September 26, 2014",pSivida Corp.,Diabetic Macular Edema,https://www.drugs.com/mtm/iluvien.html,https://www.drugs.com/mtm/fluocinolone-ophthalmic-implant.html,Retisert,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Lumason,sulfur hexafluoride lipid microsphere,Injectable Suspension,"October 10, 2014",Bracco Diagnostics Inc.,Diagnosis and Investigation,https://www.drugs.com/mtm/lumason.html,https://www.drugs.com/mtm/sulfur-hexafluoride.html,Diagnostic radiopharmaceuticals,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Natesto,testosterone,Intranasal Gel  - formerly CompleoTRT,"May 28, 2014",Trimel Pharmaceuticals Corporation,"Hypogonadism, Male",https://www.drugs.com/mtm/natesto.html,https://www.drugs.com/testosterone.html,Androgens and anabolic steroids,,,,,,Prescription only,Risk data available,Moderate abuse potential,Drug history at FDA,Anti-Doping Classification,,,,
Orbactiv,oritavancin,Injection,"August 6, 2014",The Medicines Company,Skin and Structure Infection,https://www.drugs.com/mtm/orbactiv.html,https://www.drugs.com/mtm/oritavancin.html,Kimyrsa,,"amoxicillin, doxycycline, azithromycin, cephalexin, ciprofloxacin, metronidazole",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Qudexy XR,topiramate,Extended-Release Capsules,"March 11, 2014","Upsher-Smith Laboratories, Inc.","Seizures, Lennox-Gastaut Syndrome, Migraine Prevention",https://www.drugs.com/mtm/qudexy-xr-sprinkle.html,https://www.drugs.com/mtm/topiramate.html,Eprontia,https://www.drugs.com/images/pills/fio/UPS10710.JPG,"Qulipta, Emgality, gabapentin, clonazepam, lamotrigine, propranolol, lorazepam",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Ragwitek,ragweed pollen allergen extract,,"April 17, 2014","Merck & Co., Inc.",Ragweed Allergies,https://www.drugs.com/mtm/ragwitek.html,https://www.drugs.com/mtm/ragweed-pollen-allergen-extract.html,Allergenics,https://www.drugs.com/images/pills/fio/MSD54200.JPG,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Rapivab,peramivir,Injection,"December 19, 2014","BioCryst Pharmaceuticals, Inc.",Influenza,https://www.drugs.com/mtm/rapivab.html,https://www.drugs.com/mtm/peramivir.html,Neuraminidase inhibitors,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Tivorbex,indomethacin,Capsules,"February 24, 2014","Iroko Pharmaceuticals, LLC",Pain,https://www.drugs.com/mtm/tivorbex.html,https://www.drugs.com/mtm/indomethacin.html,Indocin,https://www.drugs.com/images/pills/fio/IRO02020.JPG,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Trumenba,meningococcal group B vaccine,,"October 29, 2014",Pfizer Inc.,Meningococcal Disease Prophylaxis,https://www.drugs.com/mtm/trumenba.html,https://www.drugs.com/mtm/meningococcal-group-b-vaccine.html,Bexsero,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Zerbaxa,ceftolozane and tazobactam,Injection,"December 19, 2014",Merck,"Intraabdominal Infection, Urinary Tract Infection, Pneumonia",https://www.drugs.com/mtm/zerbaxa.html,https://www.drugs.com/mtm/ceftolozane-and-tazobactam.html,Cephalosporins / beta-lactamase inhibitors,,"amoxicillin, doxycycline, azithromycin, ciprofloxacin, metronidazole, clindamycin, ceftriaxone",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Myalept,metreleptin,Injection,"February 24, 2014","Amylin Pharmaceuticals, Inc.",Lipodystrophy,https://www.drugs.com/myalept.html,https://www.drugs.com/mtm/metreleptin.html,Miscellaneous metabolic agents,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Namzaric,donepezil and memantine,,"December 23, 2014","Allergan, Inc.",Alzheimer's Disease,https://www.drugs.com/namzaric.html,https://www.drugs.com/mtm/donepezil-and-memantine.html,Cholinesterase inhibitors,https://www.drugs.com/images/pills/fio/FOR12280.JPG,"donepezil, memantine, Aricept, Namenda, rivastigmine, Exelon",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
FDA Approves Flonase Allergy Relief for Sale Over-the-Counter in the United States,fluticasone propionate,Nasal Spray,"July 23, 2014",GlaxoSmithKline plc,Allergic Rhinitis,https://www.drugs.com/newdrugs/fda-approves-flonase-allergy-relief-sale-over-counter-united-states-4059.html,,,,,,,,Over the counter,Risk data available,Not a controlled drug,,Anti-Doping Classification,,,,
FDA Approves Obizur [Antihemophilic Factor (Recombinant)] for Acquired Hemophilia A,,,"October 23, 2014",Baxter International Inc.,Hemophilia A,https://www.drugs.com/newdrugs/fda-approves-obizur-antihemophilic-factor-recombinant-acquired-hemophilia-4103.html,,,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
FDA Approves Ryanodex for the Treatment of Malignant Hyperthermia,dantrolene,Injectable Suspension,"July 22, 2014","Eagle Pharmaceuticals, Inc.",Malignant Hyperthermia,https://www.drugs.com/newdrugs/fda-approves-ryanodex-malignant-hyperthermia-4058.html,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Flamel Technologies Announces FDA Approval of Vazculep,phenylephrine hydrochloride,Injection,"June 27, 2014",Flamel Technologies,Hypotension,https://www.drugs.com/newdrugs/flamel-technologies-announces-fda-approval-vazculep-4051.html,,,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Northera,droxidopa,Capsules,"February 18, 2014","Chelsea Therapeutics International, Ltd.",Neurogenic Orthostatic Hypotension,https://www.drugs.com/northera.html,https://www.drugs.com/mtm/droxidopa.html,Vasopressors,https://www.drugs.com/images/pills/mtm/Droxidopa%20100%20mg%20673860820.JPG,"midodrine, phenylephrine, norepinephrine, ephedrine, Levophed, droxidopa",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Omidria,ketorolac and phenylephrine,Injection,"May 30, 2014",Omeros Corporation,Intraocular Lens Replacement Procedures,https://www.drugs.com/omidria.html,https://www.drugs.com/cons/phenylephrine-and-ketorolac.html,Ophthalmic surgical agents,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Xartemis XR,acetaminophen and oxycodone hydrochloride,Extended-Release Tablets,"March 11, 2014",Mallinckrodt,Pain,https://www.drugs.com/pro/xartemis-xr.html,https://www.drugs.com/acetaminophen-and-oxycodone.html,Narcotic analgesic combinations,https://www.drugs.com/images/pills/fio/MKR01150.JPG,,,,,Discontinued,Risk data available,High potential for abuse,Drug history at FDA,Anti-Doping Classification,,,,
Signifor LAR,pasireotide,for Injectable Suspension,"December 15, 2014",Novartis,Acromegaly,https://www.drugs.com/signifor.html,https://www.drugs.com/mtm/pasireotide.html,Signifor LAR,,"dexamethasone, Decadron, cyproheptadine, mifepristone",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Sivextro,tedizolid phosphate,Tablets and Injection,"June 20, 2014",Merck,Skin and Structure Infection,https://www.drugs.com/sivextro.html,https://www.drugs.com/mtm/tedizolid-oral-injection.html,Oxazolidinone antibiotics,,"amoxicillin, doxycycline, azithromycin, cephalexin, ciprofloxacin, metronidazole",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Striverdi Respimat,olodaterol,Inhalation Spray,"July 31, 2014",Boehringer Ingelheim Pharmaceuticals Inc.,COPD,https://www.drugs.com/striverdi-respimat.html,https://www.drugs.com/mtm/olodaterol-inhalation.html,Adrenergic bronchodilators,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,Anti-Doping Classification,,,,
Sylvant,siltuximab,for Injection,"April 22, 2014","Janssen Research & Development, LLC",Multicentric Castleman's Disease,https://www.drugs.com/sylvant.html,https://www.drugs.com/mtm/siltuximab.html,Interleukin inhibitors,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Targiniq ER,naloxone and oxycodone,Extended-Release Tablets,"July 23, 2014",Purdue Pharma L.P.,Pain,https://www.drugs.com/targiniq-er.html,https://www.drugs.com/cons/oxycodone-and-naloxone.html,Narcotic analgesic combinations,,"acetaminophen, tramadol, cyclobenzaprine, naproxen, oxycodone, Tylenol",,,,Discontinued,Risk data available,High potential for abuse,,Anti-Doping Classification,,,,
Tybost,cobicistat,Tablets,"September 24, 2014","Gilead Sciences, Inc.",HIV Infection,https://www.drugs.com/tybost.html,https://www.drugs.com/mtm/cobicistat.html,Antiviral boosters,https://www.drugs.com/images/pills/fio/GIL14010.JPG,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Vimizim,elosufase alfa,Injection,"February 14, 2014",BioMarin Pharmaceutical Inc.,Mucopolysaccharidosis Type IVA,https://www.drugs.com/vimizim.html,https://www.drugs.com/mtm/elosulfase-alfa.html,Lysosomal enzymes,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Vitekta,elvitegravir,Tablets,"September 24, 2014","Gilead Sciences, Inc.",HIV Infection,https://www.drugs.com/vitekta.html,https://www.drugs.com/cons/elvitegravir.html,Integrase strand transfer inhibitor,,,,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Xtoro,finafloxacin,Otic Suspension,"December 17, 2014","Alcon Laboratories, Inc.",Otitis Externa,https://www.drugs.com/xtoro.html,https://www.drugs.com/cons/finafloxacin.html,,,,,,,Discontinued,,, FDA approved 2014,,,,,
Zontivity,vorapaxar,Tablets,"May 8, 2014",Merck,Cardiovascular Risk Reduction,https://www.drugs.com/zontivity.html,https://www.drugs.com/mtm/vorapaxar.html,Protease-activated receptor-1 antagonists,https://www.drugs.com/images/pills/fio/ARZ02080.JPG,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
Zydelig,idelalisib,Tablets,"July 23, 2014","Gilead Sciences, Inc.","Non-Hodgkin's Lymphoma, Chronic Lymphocytic Leukemia, Follicular Lymphoma",https://www.drugs.com/zydelig.html,https://www.drugs.com/mtm/idelalisib.html,PI3K inhibitors,https://www.drugs.com/images/pills/fio/GIL17010.JPG,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,
